	umls_meddra	umls_def
857	C0852967	Exacerbation of acne
858	C0338642	Toxic confusional state
859	C0853118	Blood testosterone increased
860	C0014553	Petit mal epilepsy
861	C0428282	Serum creatinine decreased
862	C1868790	Intranasal hypoaesthesia
863	C0853402	Exposure to poisonous plant
864	C1328327	Gastrooesophageal sphincter insufficiency
865	C0006840	Candida infection
866	C0221758	Stiff back
867	C2047937	Ill-defined disorder
868	C0030312	Pancytopenia
869	C0577620	Allergy to nuts
870	C0156339	Vulval ulceration
871	C1963951	Acute overdose
872	C0019158	Hepatitis
873	C3495797	Peripheral artery stenosis
874	C0852566	Sleep phase rhythm disturbance
875	C0423282	Anterior chamber cell
876	C0271211	Erythropsia
877	C0262365	Mammogram abnormal
878	C0235119	Hunger abnormal
879	C0078911	HIV associated nephropathy
880	C0159020	Convulsion neonatal
881	C1328386	Breast fibroma
882	C0011757	Developmental coordination disorder
883	C0017416	Female reproductive neoplasm
884	C1535948	Retinal aneurysm
885	C0856880	Urea increased
886	C0877398	Anaemia postoperative
887	C0270810	Peroneal nerve palsy
888	C0029429	Osteochondrosis
889	C0013473	Eating disorder
890	C0038454	Cerebrovascular accident
891	C0239591	Paresthesia of fingers
892	C0162311	Androgenetic alopecia
893	C0005687	Bladder distension
894	C0008489	Chorea
895	C0521172	Eschar
896	C0497538	Benign gastrointestinal neoplasm
897	C0855622	Aspartate aminotransferase decreased
898	C0017668	Focal segmental glomerulosclerosis
899	C0017160	Gastroenteritis
900	C0858635	Pharyngolaryngeal pain
901	C0339467	Retinopathy proliferative
902	C0040046	Thrombophlebitis
903	C0858307	Bilirubin normal
904	C1510475	Diverticulum intestinal
905	C0948023	Urine phosphate increased
906	C0684275	Haemophilia
907	C1527344	Dysphonia
908	C0020903	Illusion
909	C0023067	Laryngitis
910	C0948595	Ocular discomfort
911	C1167761	Fungal test positive
912	C0277889	Blood pressure diastolic increased
913	C0149518	Acute gastritis
914	C0520837	Forced expiratory volume decreased
915	C0024117	Chronic obstructive pulmonary disease
916	C0852969	Tongue irritation
917	C0030521	Parathyroid tumour
918	C0497217	Other disorders of eye
919	C0031154	Peritonitis
920	C0432487	Post transplant lymphoproliferative disorder
921	C0232352	Vascular insufficiency
922	C0919600	Application site hyperaesthesia
923	C0750151	Vaso-occlusive crisis
924	C1167677	Infrequent bowel movements
925	C0271686	Diabetic autonomic neuropathy
926	C1141861	Procedural complication
927	C0151205	Periorbital oedema
928	C0281361	Adenocarcinoma pancreas
929	C0005779	Coagulopathy
930	C0242172	Pelvic inflammatory disease
931	C0241633	Vaginal dryness
932	C0085692	Cystitis haemorrhagic
933	C0023370	Leriche syndrome
934	C0858581	Numbness generalized
935	C0151977	Small intestine ulcer
936	C0038160	Staphylococcal infection
937	C0750876	Phlebitis superficial
938	C0239266	Pain in elbow
939	C0549249	Depressed level of consciousness
940	C0438237	Hepatic enzyme abnormal
941	C0347941	Chest mass NOS
942	C0858156	Serum potassium abnormal
943	C0006144	Breast cyst
944	C0018834	Heartburn
945	C0013384	Dyskinesia
946	C0854303	Limb discomfort
947	C1142117	Adnexa uteri pain
948	C0017185	Gastrointestinal neoplasm
949	C0011882	Diabetic neuropathy
950	C0948692	Necrotising colitis
951	C0011168	Dysphagia
952	C0269002	Penile haemorrhage
953	C0238334	Pancreatic abscess
954	C0521161	Vasculitic rash
955	C1142272	Neutrophilic dermatosis
956	C0018772	Partial hearing loss
957	C0151479	Amylase increased
958	C0034886	Proctalgia
959	C0041466	Typhoid fever
960	C0085166	Vaginitis bacterial
961	C0424740	Cold hands
962	C0236003	Mucosal swelling
963	C0015799	Feminization
964	C1388177	Aortic arteriosclerosis
965	C0151795	Injection site necrosis
966	C0035455	Rhinitis
967	C0032320	Pneumoperitoneum
968	C0021099	Impetigo
969	C0392788	Extranodal NK/T-cell lymphoma, nasal type
970	C0877131	Urinary tract infection fungal
971	C0011848	Diabetes insipidus
972	C0857073	Cold hands & feet
973	C0853698	Lymphocyte count increased
974	C0743300	Urine drug screen positive
975	C0034040	Postpartum disorder
976	C0014752	Erythrasma
977	C0274869	Metal poisoning
978	C0032231	Pleurisy
979	C0549201	Asteatosis
980	C0700590	Sweating increased
981	C0751901	Vocal tic
982	C0085635	Photopsia
983	C0036420	Circumscribed scleroderma
984	C0003504	Aortic valve incompetence
985	C0025209	Melanosis
986	C2938972	Penile haematoma
987	C0238656	Painful ankle
988	C0311277	Central obesity
989	C0012739	Disseminated intravascular coagulation
990	C0152517	Viral diarrhoea
991	C0476289	Gas pain
992	C0151788	Eosinophilic myocarditis
993	C0243026	Sepsis
995	C1963818	Gastrointestinal sounds abnormal
996	C0020964	Immune status
997	C1142412	Vasodilation procedure
998	C1268766	Change in blood pressure
999	C0022107	Irritability
1000	C0149911	Hypercalcaemia of malignancy
1001	C0240713	Perineal laceration
1002	C0851043	Lipids increased
1003	C0948369	Myocardial reinfarction
1004	C0021092	Cerumen impaction
1005	C0948693	Post procedural discharge
1006	C0016658	Fracture
1007	C1328291	Dysaesthesia pharynx
1008	C3160741	Toxicity to various agents
1009	C0079773	Cutaneous T-cell lymphoma
1010	C0270274	Vomiting neonatal
1011	C0039971	Thirst
1012	C1696700	C1 esterase deficiency acquired
1013	C0241618	Vaginal burning sensation
1014	C1737224	Post procedural swelling
1015	C0855246	Abnormal sleep-related event
1016	C0852977	Epilepsy aggravated
1017	C1096509	Blood pancreatic amylase increased
1018	C0240811	Prostate infection
1019	C2609414	Acute kidney injury
1020	C0242225	Colour blindness
1021	C3203356	Hypoprothrombinaemia
1022	C0152173	Ventricular flutter
1023	C0016751	Fructose intolerance
1024	C0026858	Musculoskeletal pain
1025	C0033247	Proctocolitis
1026	C0038354	Gastric disorder
1027	C0022541	Kearns-Sayre syndrome
1028	C1262044	Antibody test negative
1029	C0455899	Pharyngeal erythema
1030	C0016807	Intestinal functional disorder
1031	C0025222	Melaena
1032	C0003175	Anthrax
1033	C0085682	Hypophosphataemia
1034	C3160858	Posterior reversible encephalopathy syndrome
1035	C0342881	Homozygous familial hypercholesterolaemia
1036	C0520588	Vulvovaginal pain
1037	C0151606	Oedema labial genital
1038	C1112443	Male sexual dysfunction
1039	C0266813	Faecal occult blood positive
1040	C0002622	Amnesia
1041	C0948266	Latent tetany
1042	C0580550	Lymphocyte count abnormal
1043	C0854717	Corneal epithelium disorder
1044	C0030508	Parasomnia
1045	C0344357	Nocturnal dyspnoea
1046	C0231785	Carpo-pedal spasm
1047	C0034215	Pyometra
1048	C0019340	Herpes NOS
1049	C0877440	Erythema periorbital
1050	C0151629	Fixed eruption
1051	C0426597	Fluid intake reduced
1052	C0948976	Leukaemia cutis
1053	C0850758	Pelvic pain female
1054	C1279296	Chronic leukaemia
1055	C0152436	Imperforate hymen
1056	C0851881	Enterococcal infection
1057	C0856882	Potassium increased
1058	C0013182	Drug hypersensitivity
1059	C1704320	Glomerulonephritis minimal lesion
1060	C1504532	Post transplant diabetes mellitus
1061	C0521208	Accident at home
1062	C2242576	Oropharyngeal blistering
1063	C0240327	Taste metallic
1064	C0278061	Mental state abnormal
1065	C0270844	Tonic convulsion
1066	C0014358	Pseudomembranous enterocolitis
1067	C0024291	Hemophagocytic lymphohistiocytosis
1068	C0860752	Lactate increased
1069	C0011175	Dehydration
1070	C0856808	Polymorphonuclear leukocytosis
1071	C0025362	Mental retardation
1072	C0012833	Dizziness
1073	C0268435	Proximal renal tubular acidosis
1074	C1262195	Echoacousia
1075	C0037199	Sinusitis
1076	C0265962	Netherton's syndrome
1077	C0020620	Hypohidrosis
1078	C1704431	Electrolyte disturbance
1079	C0032914	Pre-eclampsia
1080	C0233818	Judgement impaired
1081	C0948349	Respiratory tract congestion
1082	C0010266	Cranial nerve disorder
1083	C0848383	Eye ulcer
1084	C0085694	Cholecystitis chronic
1085	C0023890	Hepatic cirrhosis
1086	C0520587	Vulvovaginal discomfort
1087	C1096668	Instillation site irritation
1088	C0235487	Embolism limb
1089	C0349464	Wernicke-Korsakoff syndrome
1090	C0920108	Fasting blood glucose increased
1091	C1142151	Scleromalacia
1092	C0041834	Erythema
1093	C0236072	Bronchospasm paradoxical
1094	C0235927	Vestibular ataxia
1095	C0740441	Acute diarrhea
1096	C0162565	Porphyria acute
1097	C0012254	Digitalis toxicity
1098	C1141863	Lymphocyte transformation test positive
1099	C0521619	Pelvi-ureteric obstruction
1100	C0149836	Atrophic vulvovaginitis
1101	C0859371	Lip burning sensation of
1102	C0549374	Lumbar disc lesion
1103	C0742545	Colonic abscess
1104	C0221242	Fixed drug eruption
1105	C0263111	Perineal abscess
1106	C0948240	Thyroxine free decreased
1107	C0549536	Monocyte count decreased
1108	C0375548	Nausea alone
1109	C0542035	Hypoplasia erythroid
1110	C0151579	Crystalluria
1111	C0521158	Neoplasm recurrence
1112	C0496899	Brain neoplasm benign
1113	C1536009	Oesophageal oedema
1114	C0542165	Pseudoparkinsonism
1115	C0406650	Linear IgA disease
1116	C0151595	Digitalis intoxication (NOS)
1117	C0042130	Uterine contractions
1118	C0521476	Nail bed infection
1119	C0858617	Posterior subcapsular cataract
1120	C3665444	Neutrophilia
1121	C0149520	Cholecystitis acute
1122	C0391839	PCO2
1123	C0270996	Eye swelling
1124	C2747813	Bacterial colonisation
1125	C0852925	Gastrointestinal necrosis
1126	C0948245	Cytokine release syndrome
1127	C0085669	Acute leukaemia
1128	C1540600	Seizure cerebral
1129	C0855565	Beta 2 microglobulin increased
1130	C2225524	Breast enlargement
1131	C0020604	Hypochondriasis
1132	C0438142	Urine analysis abnormal
1133	C0020565	Hypertrophy of breast
1134	C0235031	Neurological symptom
1135	C0281863	Hepatitis C antibody positive
1136	C0005697	Neurogenic bladder
1137	C0395005	Polydipsia psychogenic
1138	C0853750	Blood magnesium decreased
1139	C0151848	Acid phosphatase high
1140	C0032987	Ectopic pregnancy
1141	C0042170	Vogt-Koyanagi-Harada syndrome
1142	C0236141	Electrocardiogram abnormal specific
1143	C0856171	Coronary artery disease aggravated
1144	C0018924	Haemarthrosis
1145	C0018949	Spinal cord haemorrhage
1146	C0588128	Implant infection
1147	C0162835	Leukoderma
1148	C0013240	Alveolar osteitis
1149	C0578687	Sore eye
1150	C0239521	Facial rash
1151	C0001916	Albinism
1152	C0028081	Night sweats
1153	C0235416	Blood uric acid increased
1154	C0085679	Hyperchloraemia
1155	C0010263	Cramp of limb
1156	C0151684	Granuloma skin
1157	C0235353	Tooth caries aggravated NOS
1158	C0948008	Ischaemic stroke
1159	C0013781	Electric shock
1160	C0033578	Neoplasm prostate
1161	C1096001	Application site swelling
1162	C0269842	Uterine hypertonus
1163	C0007177	Cardiac tamponade
1164	C0877089	Vaginal mucosal blistering
1165	C0919590	Injection site cellulitis
1166	C0001396	Adams-Stokes syndrome
1167	C0233481	Worry
1168	C0013595	Eczema
1169	C0019348	Herpes simplex
1170	C0019087	Haemorrhagic disorder
1171	C0042380	Vascular resistance
1172	C0877225	Bone density decreased
1173	C0333516	Tumour necrosis
1174	C0002871	Anaemia
1175	C0026272	Mixed connective tissue disease
1176	C1096543	Superficial punctate keratopathy
1177	C0549567	Pigmentation disorder
1178	C0011881	Diabetic nephropathy
1179	C0302832	Obsessional neurosis
1180	C0033038	Premature ejaculation
1181	C0020538	Hypertension
1182	C2718128	Nasal inflammation
1183	C0877173	Food aversion
1184	C0270994	Steroid myopathy
1185	C0854069	Tumour pain
1186	C0151766	Liver function test abnormal
1187	C0580417	International normalised ratio abnormal
1188	C0152002	Renal vasculitis
1189	C0341164	Gastric ulcer haemorrhage
1190	C0919568	Impatience
1191	C0151625	Enzyme abnormality
1192	C1262036	Ocular toxicity
1193	C0006444	Bursitis
1194	C0574741	Skin bleeding
1195	C0007280	Carotid bruit
1196	C0234047	Ejaculation delayed
1197	C0857457	Digoxin effect
1198	C1167732	Pleuropericarditis
1199	C0394006	Disequilibrium syndrome
1200	C0549475	Lipase increased
1201	C1305875	Fibroadenosis of breast
1202	C0235895	Implantation complication
1203	C0020458	Hyperhidrosis
1204	C0004095	Asthenopia
1205	C3160944	Vulvovaginal swelling
1206	C0854210	Incomplete precocious puberty
1207	C0948765	Cyclosporine toxicity
1208	C0036690	Septicemia
1209	C0276141	Bronchitis viral
1210	C1112525	Gastrointestinal ulcer haemorrhage
1211	C0151885	Reaction aggravation
1212	C0234230	Pain burning
1213	C1536052	Oral mucosal exfoliation
1214	C0038525	Subarachnoid haemorrhage
1215	C0023052	Laryngeal oedema
1216	C0595916	Nephropathy toxic
1217	C0235248	Vasoconstriction peripheral
1218	C1306600	Radial nerve palsy
1219	C0856050	Diet refusal
1220	C0423234	Punctate epithelial erosion
1221	C0151815	Mesenteric occlusion
1222	C0086168	Dissociation
1223	C0007113	Rectal cancer
1224	C0441713	Chemical injury
1225	C0343361	Gastroenteritis adenovirus
1226	C0027092	Myopia
1227	C1096252	Cardiac discomfort
1228	C0014742	Erythema multiforme
1229	C0553690	Reversible ischaemic neurological deficit
1230	C0018099	Gout
1231	C0235108	Feeling tense
1232	C2987469	Substance-induced psychotic disorder
1233	C0034561	Dermatitis radiation NOS
1234	C0341047	Parotid gland enlargement
1235	C0151669	Gamma globulins increased
1236	C0023501	Leukaemoid reaction
1237	C0151767	Liver tenderness
1238	C0001816	Agnosia
1239	C0853040	Reaction to drug excipients
1240	C0155369	Vitreous prolapse
1241	C0003469	Anxiety disorder
1242	C0003864	Arthritis
1243	C0162298	Joint stiffness
1244	C0014173	Endometrial hyperplasia
1245	C0270276	Grey syndrome neonatal
1246	C0006846	Skin candida
1247	C0159066	Abdominal rigidity
1248	C0149514	Acute bronchitis
1249	C0740472	Calcium abnormal NOS
1250	C0008370	Cholestasis
1251	C0276252	Cytomegalovirus hepatitis
1252	C0020615	Hypoglycaemia
1253	C0001883	Airway obstruction NOS
1254	C0849913	Localized erythema
1255	C0033817	Pseudomonas infection
1256	C0150045	Urge incontinence
1257	C0011644	Scleroderma
1258	C0235649	Breast oedema
1259	C1262091	Lymphocytic infiltration
1260	C0743575	Oesophageal irritation
1261	C0854524	Peridiverticular abscess
1262	C0334082	Epidermal naevus
1263	C0001349	Acute phase reaction
1264	C0151628	Epiphyses premature fusion
1265	C1963824	Shortened cervix
1266	C0037052	Sick sinus syndrome
1267	C0151825	Bone pain
1268	C1698976	Infusion site urticaria
1269	C3665346	Unspecified visual loss
1270	C0235462	Anginal attack
1271	C0549257	Loss of confidence
1272	C0239161	Dactylitis
1273	C1328447	Brain stem syndrome
1274	C0151936	Tendon disorder
1275	C0037278	Skin infection
1276	C0085602	Polydipsia
1277	C0041408	Turner's syndrome
1278	C0269188	Uterine cyst
1279	C0023532	Leukoplakia oral
1280	C0152168	Spasm of sphincter of Oddi
1281	C0342548	Early menarche
1282	C1383860	Cardiac hypertrophy
1283	C0858277	Angina symptom
1284	C0043541	Zygomycosis
1285	C0434437	Joint sprain
1286	C0264714	Cardiac failure acute
1287	C0855625	Bilirubin conjugated increased
1288	C0595900	Blood chloride increased
1289	C0221278	Anisocytosis
1290	C0161479	Nerve injury
1291	C0162291	Retinal ischaemia
1292	C0857245	Redness of face
1293	C0221345	Nail discolouration
1294	C0863147	Glucose urine increased
1295	C1701474	Argumentativeness
1296	C0155796	Varicose veins vulval
1297	C0677483	Carcinoma testes
1298	C1262064	Oculogyration
1299	C1696157	Gastrointestinal stoma complication
1300	C0546956	Onychoclasis
1301	C0948695	White blood cell count low
1302	C0859062	Serum bilirubin increased
1303	C0262985	Dermatitis psoriasiform
1304	C0034544	Radiculitis
1305	C0041974	Urethral stenosis
1306	C0853348	Arthropod bite
1307	C0853203	Smear cervix normal
1308	C0541947	Excitation cerebral
1309	C0920171	Foreign body sensation in eyes
1310	C0854135	Infection pseudomonas aeruginosa
1311	C0027609	Drug withdrawal syndrome neonatal
1312	C2609174	Tongue pigmentation
1313	C0085932	Dermatitis bullous
1314	C0043241	Wound infection
1315	C0233762	Hallucination, auditory
1316	C0596170	Binge eating
1317	C0042909	Vitreous haemorrhage
1318	C0235296	Epigastric pain not food-related
1320	C0085436	Meningitis cryptococcal
1321	C0021100	Bullous impetigo
1322	C0221185	Xanthopsia
1323	C0032001	Pituitary apoplexy
1324	C0549250	Jaw stiffness
1325	C0013922	Embolism
1326	C0751908	Vestibular neuronitis
1327	C0278126	Equilibrium loss
1328	C0919909	Tonic clonic movements
1329	C3160771	Sperm concentration decreased
1330	C0042510	Ventricular fibrillation
1331	C1291078	Epigastric discomfort
1332	C0859253	Microhemorrhage
1333	C0236101	Neonatal and infancy disorder
1334	C0877126	Application site inflammation
1335	C0858708	Itch burning
1336	C0004093	Asthenia
1337	C0152227	Lacrimation increased
1338	C0948815	Catheter site erythema
1339	C0037023	Sialoadenitis
1340	C0221392	Vaginitis atrophic
1341	C1527383	Morphoea
1342	C0026603	Motion sickness
1343	C0027719	Nephrosclerosis
1344	C0424323	Violent behavior
1345	C0518988	Tooth abscess
1346	C0240035	Lung fibrosis interstitial
1347	C1262005	Ischaemic cerebral infarction
1348	C0549391	Bladder discomfort
1349	C0740832	End stage AIDS
1350	C0239062	Circumoral oedema
1351	C2242727	Tumour compression
1352	C0239295	Oesophageal candidiasis
1353	C0271412	Ear haemorrhage
1354	C0033778	Pruritus vulvae
1355	C0262493	Gallbladder polyp
1356	C0311468	Blood bilirubin increased
1357	C0155765	Microangiopathy
1358	C3495947	Atypical stress fracture
1359	C0029882	Otitis media
1360	C0858589	Coordination disturbance
1361	C0541887	Discomfort rectal
1362	C0006142	Breast cancer
1363	C0424535	Vasovagal symptoms
1364	C0239589	Pain in fingers
1365	C0856115	Diverticulitis aggravated
1366	C0023222	Leg pain
1367	C0026640	Oral neoplasm
1368	C0877035	Oestrogenic effect
1369	C1142530	Vitamin K decreased
1370	C0577628	Latex allergy
1371	C0856761	Budd-Chiari syndrome
1372	C0948992	Paresthesia lower limb
